branch	sha	merge_base	source_file_count	proof_rewrite_files
closedSkolemIndices	07d807e13b516c8afe3794f2fe8f94d681110cd6	4c396868f874431c94d6c1e69fdad5e692f97a50	4	src/proof/alethe/alethe_node_converter.cpp
closureConsRrFix	c6678b718191242e84fc9d4a4a948d3ed1f402e1	7015861a63eec955a8b3bd3a6f80b99f389440bf	3	src/proof/conv_proof_generator.cpp;src/proof/proof_node_algorithm.cpp;src/rewriter/rewrite_db_proof_cons.cpp
cmiUnit	c42237b6bd4f4375a28c725126b7992043fc6c82	9480126b2c18d634b83b29e595e9bb54df72c1e0	3	
commonTimer	372929420ebe9ceedba974c47507577ffc57bf39	3dcc1ef5421ab62cc1ee9af52d70042ce6861af0	2	
compressedSel	975b3c9915da00cfa8411960997d20fc3e2334e0	018ff661d60cfc4801a2178fdb4f91181a8a69ee	18	
convReduce	1ab3870e076483c0f4a6f61f90d6002b135fc112	bf218d7e2d19a238622622feb24127da019e5ce0	3	
coreConUnsatCores	f7b799eb8cfa5e323276731b8a48615a49dd312b	b3ec6979e39ea329e45c4158f51680fdd5858781	2	
cpcDevCR	496b8f5b0dbec7b8a5a0d3bc8b5726b3320d92cf	a5cee7a4107a695001ae293dba98ffab7f126cee	1	
cpcDevChainMRes	6e08c402be9d7aa78721ec43d64d0f73a412af57	13e624a1f5f97b31f96a50d281df7ff8b1544ae9	6	src/options/proof_options.toml;src/proof/alf/alf_printer.cpp;src/proof/proof_node_updater.cpp;src/rewriter/rewrite_db_proof_cons.cpp;src/smt/proof_post_processor.cpp;src/smt/proof_post_processor.h
cpcFormatted	5400a450c5cc3e99fb56fa035e60014cfa090c4f	e998cacc445a0a13efed22c9b186afe2baec3f07	0	
cpcFormatted-2	9d7fba84016244856cd05d6aedde40294a877541	e998cacc445a0a13efed22c9b186afe2baec3f07	0	
cpcLogos	47ced2f0b7c3eb4a7efaa2dcde5f399f520041b3	16c4001e53bd32ae7c4e05a7649cdcd0aa9f23bd	13	src/options/proof_options.toml;src/proof/eo/eo_node_converter.h;src/proof/eo/eo_print_channel.cpp;src/proof/eo/eo_print_channel.h;src/proof/eo/eo_printer.cpp;src/proof/eo/eo_printer.h;src/proof/eo/logos_node_converter.cpp;src/proof/eo/logos_node_converter.h;src/proof/eo/logos_print_channel.cpp;src/proof/eo/logos_print_channel.h;src/smt/proof_logger.cpp;src/smt/proof_manager.cpp
cpcLogos-dtDecl	fd4d1c7631a09088e1207c218575344045b03b00	e7b161b96ad8948d9992cc2351574050085afa0e	11	src/options/proof_options.toml;src/proof/eo/eo_node_converter.h;src/proof/eo/eo_print_channel.cpp;src/proof/eo/eo_print_channel.h;src/proof/eo/eo_printer.cpp;src/proof/eo/eo_printer.h;src/proof/eo/logos_node_converter.cpp;src/proof/eo/logos_node_converter.h;src/smt/proof_logger.cpp;src/smt/proof_manager.cpp
cpcMinor-0824	43d76c93f021abacacda67f063b92b98c656498a	5c3f9b47949019a7d6eb7549d6a3c45770e566e3	1	
cpcMinor-0830	4be85a94a2a05e8e98a60c47f101406078a90f69	622a50a3e05bf6569daf391379957e9e13f4fd03	0	
cpcNaming2	a49720d2ce4fdd825204b21e497eea2e118da226	6dacfa50e1f16886be11dca92f26f647e596a3f8	0	
cpcSimpEval	6bbcd1dd63e241f09696f224a3b6f39e51f9c34a	1bcf293081d65dcb7a86bd306a5c12e76ba964fb	2	
cpcTypeFix2	218541ebbcf6037ba66c665e6b21f2035262b58f	a7fef699010ebc675359e77578b5029dd47872c7	0	
cpcTypeFix2-B	cdf73094d89f5736e906280108404393e38e2e89	0d26717b9ca925b4233890efbb29132a6a654839	0	
cpcWellType	532a63673529c36a8f42653839d14a1c448f220b	a7fef699010ebc675359e77578b5029dd47872c7	0	
ctypeNwf	d2f936ed6ae330e9bf21e195eff358186bac105f	c6160f5068f09c1072d17edc420e669d20d71d01	1	
cycleBestContent	bb6c84fc858251c063e414266b723fec91f9c2d7	f172d88a2e02f979605bc4572fa710c2749deba7	1	
cyclicProof-1025	e44f7552d9bc81026800f35a6564707d528f2566	cb748679157eb658ce5d1173d8f26957daf8f3df	10	src/proof/lazy_proof.cpp;src/proof/lazy_proof.h;src/proof/proof_ensure_closed.h;src/proof/proof_node_algorithm.cpp;src/proof/proof_node_to_sexpr.cpp;src/proof/proof_node_updater.cpp
debugDumpLemmas	6bb00532447782c4e0303894d8da3a1fe16695ac	f7db8faac6639980ed61a1920042ded79cd15e21	5	
decEngineReqPhase	4f4dd260ccae5a4d481a42f3ba376f632a5812d8	26bfc442408e7c5151a495a3341397fb75805bb3	5	
deepCheckModel	2d6e57ae4cb36184376b07e5560dc7733270c04b	956a2b1b8a8ef51cd3794dc3ee4887ccf8778e1e	7	
defaultsSyQi	4188598e19f4b17d0a57a338dba65ba92124cf96	ef80ba053b022ec624ee93a29a4dbc674226b3d4	5	
deferBlock	e2ede75b5e38ab037e1c16062f81ef489f309a31	2ae4ede42a9b876e5715620dbeee63fcfe89ce11	15	
delayFuncAssign1	c8786d8745dd107692c146751d30906a403d5449	37609cb737ae42231e2e1b780bb87522df242437	4	
dfcPp	fa3a260bbd8db47d8ee56f2903717213e04f024e	76459c48a76eb0deb53377c634295b4aa5613605	3	
disableCnfPfDump	838ec6224215fbbb3b3bbf4350d340f06957455d	60d2c7bd1c74bc71bec12b6d01788f248e1b2e9b	1	src/prop/prop_proof_manager.cpp
disableCodePointElim	427fb6d5742e1dc7442d06890f05b51dba2ed47d	49908530f5aac4dbaa615bcd06e507842f9784b7	1	
disableFlattenAssoc	e3446209d7b7fa4193f2606ed62177f4a3675204	ae3b44eca19a293157ad6ac12ec5075e66700875	1	
disableLfsc-0903	f298cfef9ccfb2f08b83c0d07957b3b2cc87e429	bfa0dc8e9008ad880927d5b2a960a6a6a48dbdd0	0	
disableReg-0118	a165592d6c47ec45ed7cbe5d5f694939cb032aeb	6e836339b4e1853510d245de4706db1a42ab0af3	0	
disableReg-0720	0ad70b310e9ce603222df857bd527ce868f0eac5	6a81ccc58b9fb1aab1322a4ca078417407e5754c	0	
disableReg-0828	a78a04bfb61a1a4ddd535986d0baaa7133fdb791	622a50a3e05bf6569daf391379957e9e13f4fd03	0	
disableReg-1203	778559f8197534938292f86bb3eda19d4457dc1c	4b1a47f309019b27274237196b43830a02baf407	0	
disambMinus	229cd81d8db5d4e22861f450ac79dc880c9cf8c2	c997f10fa8975ef3978c038381acc95558166950	0	
distinctExt	2039789b2f881e39a3d6d29bcad67336601813c1	4213d540bf20a83244730b1ee722a3f4cb2ba35b	7	src/proof/trust_id.cpp;src/proof/trust_id.h
divNoMixedType	72b0852744397564714aa4f5ead982973e770e67	21ba5e87ddbf79c2a6724be88a515258ed92a0a7	5	
doki-1	1130c56e4af3e5b603ef990e36ce08d82f4574be	95050cf8155d5bc446e89c6a114135786b8ecfd7	5	src/proof/trust_id.cpp;src/proof/trust_id.h;src/theory/strings/infer_proof_cons.cpp
dreg0909	e7a0e16841903dbad0d9ab454bd93521f6b8b0e1	543d2ed2fc013f3e412a6737be12d6210af0eb8a	0	
dslByDefault	42b3d14d80af0527ca566a2971f0afc8c0510fc7	e852a84d311c8073ca115ce4c5578c5f86b770da	1	
dtEecNotDone	33178c85040b86bae778be1e816eaf9f07ef3ca6	6024d13c001a5e01a37ca74152aabcfe6f2ac0ba	5	
dtEecNotDone2	a4fd7f79900d6c90499da008ae139f81878ac06d	821f9855d394fb74f42016c8c7e301cab4cc9f2d	4	
dtElim	a5eec432e58f1c4daa0440486456fe0d264de224	aeb554775be7eb9eb59f640fa76ee90879e19746	13	src/proof/trust_id.cpp;src/proof/trust_id.h
dtInstMode	184fcca9f49ee563058de262a1b3cfef610256f9	9e481faf7dfce8f992ae6730ad49f6db335b6432	2	
dtIpcFixes	fc66318a613ffa3f02994b9f0f26f2352c47f8c1	c27f5d6fc42d210ae415f26c157a9c154b096c77	2	src/theory/datatypes/infer_proof_cons.cpp;src/theory/datatypes/infer_proof_cons.h
dtIpcNoRew	d1dc7312aa74636ebfe237080dd9b4aedd2ce2e5	cbbeb5158edb89608f1c4aa066b3333ce16a512c	1	
dtLazyInst	7e3e794f67088bf2cb3b4d1cfe815ddf80ce4520	63e7c6bb6d9c99a5282241be8b32a04ea67dfb8d	2	
dtLazyInst2	7eb551e330b4ba51d2c6e3b4081643ae6fcec3ad	63e7c6bb6d9c99a5282241be8b32a04ea67dfb8d	5	
dtLazyInst3	be14889d8f234d949779ff0e8544b471f0e44134	9fe8509ed935c094469a7a108d59b854aaa71b35	3	
dtMatchExp	7d7e812815d27aa2ece49e1e50668cc71e55ee08	86bb23090d2eb13195906da83049531025807243	3	
dtMergeConflict	7a8d2dd457ca55b34cade092b83e4d100c457afe	f68764d01a070be71dda42e5e26483b2cfb1281a	2	src/theory/datatypes/infer_proof_cons.cpp
dtMergeNotify	f0a8c9feabdf5103b5c402e2330eb5e5adae18ca	821f9855d394fb74f42016c8c7e301cab4cc9f2d	7	
dtMergeNotify-v2	197d640445e9a4e84deccc25e06c2e2779dd54d4	f4f977983984497e9797038e5906b668063e535a	11	
dtMergeNotify-v3	b128f29f0f0c3b2d756ecc811b7d5a3bbb550dc2	f4f977983984497e9797038e5906b668063e535a	12	
dtNoAssertTester	d143beb936c9b30d0bc3aa5c74eb8bc3dde8ae5f	c7116b06892b5ff21fb04a3996880bfe48e44053	2	
dtOptMinor	a9ad4274070b06175d2c4b377c400e03420d259f	478876f4d847543cf6ba39830c6965c21f8a1d94	3	
dtPendingMerge	47ea7dab8cea66d7cfa846341dc2994ad7af9eb5	760874731c70e2aa32c3591c67a08f3ea85dcafd	2	
dtRlvSplit	a7484f8a6212c077ad2194ec753397a09da78c48	c2effa38fdbaa8b743c3dc211c65e43f1237f8f9	3	
dtShareSub	63bc935907a7ed5cf052708918a7dfad5994f275	c9daef3594dec48693ede0c13e7fc9804835ef14	2	
dtSharedSel	dcc7123f5aad6c90d478a37d4fceab3a92a6f5fa	f134f6845711821583c594acab5008eb5662888e	58	
dtSizeTraversal	fc52782aa822d79b7d654fdbf182fe73fab8abff	7b6188b394ee4ce2ad41be59d4d447ed90822721	4	
dtSplitRelevant	654a92e13593ed8cf053b8335d65fa3305a84c22	8c8659731a1e1286efb5f3895aac540c1faa307c	2	
dtTheoryRew2	95bbb8eec5773722604bf71bc159bb9e91535133	d0a004f5e05f453605f27255a8b7af3a47679ec7	4	src/api/cpp/cvc5_proof_rule_template.cpp;src/theory/datatypes/infer_proof_cons.cpp;src/theory/datatypes/proof_checker.cpp
dtTheoryRewrite	d74ea8cdc9af4e47c648654c00cb6b6eb79e8427	48609fc56258c96eb230e4dcf8ddff07f863de1e	8	src/api/cpp/cvc5_proof_rule_template.cpp;src/proof/proof.cpp;src/proof/proof.h;src/theory/datatypes/infer_proof_cons.cpp;src/theory/datatypes/proof_checker.cpp
dumpProofEagerPre	9e6c6e60e4e3d13baca7e6b2ea1c97f07034a08e	6cf3772511f7526c504ec2dbb2363de1806ba2f8	9	src/options/proof_options.toml;src/proof/alf/alf_printer.cpp;src/proof/alf/alf_printer.h;src/smt/proof_manager.cpp;src/smt/proof_manager.h
eagerCbqi	c0ea36447ec0cde3041a03c196bde8cd1e9d557f	f1f33a23aea0916a3b48c8b0e781a1c1f8f32ac6	62	src/rewriter/rewrite_db.cpp
eagerElimDefs	b0e09dbd4e0383ec7d8975700ba069614e65ea4d	9e7ee41e7c50a972afd6f7210ecf94d798beb235	9	
eagerInst3	4b3a88163343a6f25424254297c3c76ecca2043e	01be63481269d7bd859c0301aa290e4dd949e77b	38	
eagerQM	4c3c5343eef64e162f299c420734e4b7284e4bee	aca99089d0de4fa9292227af36f25c5499024a3c	8	src/proof/trust_id.cpp;src/proof/trust_id.h
eecFineGrained	69d0b800d18c41c20d1200931b4badc2ad4011df	a431edc5eba8b04812768b475b240725fb07d8c6	12	
eecOptNoStatic	ade44d2e75382fea1942c33cef52f17733835591	20ba22fdfe7d23f3a4892edf2e35d712989a16bf	8	
elimArith	5a49e71471843acfe3c3e8f8e80c31c0d71aa42d	20ffeae01dc565547015590e06efc4db0092734f	29	
elimArithU	646d8dfdd40ce37b126fe2f41d337127dc2f0919	20ffeae01dc565547015590e06efc4db0092734f	7	
elimCallExtRew	48d2ff283124f0945939eeec0e56b6441d623236	8f514283c62415abbc6498758cc128682984afcc	8	
elimDtOpts	de3b0bf8307f3a1985257be0f44750f515ea8667	f5bd085bb7c5c725bc11f804359f74cdb15e761b	3	
elimEoDefine	3d13e1053686f50bcd7e2ddad34eaa21ebc7290b	393d249ba933cbe54c43884c29b772efcecdbfd6	0	
elimTrustSubs	4049af6a521f5e4a5ac24108161e9432a469bbcb	ae61d9b6fbd7966d70a00e543b3a8724ed205a41	1	src/smt/proof_post_processor.cpp
elimTypes	4a2501ad87d1139cca617147aaf058516166cd7c	31242de4b423d7225174dd1672edb2dacb68f5b8	16	
emExp	6f2a1aec1e06635ec1f54194304b7b469b66823f	310f487e6a829fb1bdfbef2849536176b047606e	14	
emFailMasks	ae3a045b657db3172c4a7c27264d3af358dabe59	2e555b3cac196cb141a3a4dbf934f282bfbdd723	23	
emStratify	f142551a2030b9fb78ac0074b09e56183683fab8	78e58a5ca5504d1794ba961179cae4c0f5405850	17	
emptyWordAttr	a5152cb78f8e4e04e207c67bdcec1185c4f1d3eb	2c3322f4ec4a0bf0e89034b38795c28dbc7cd9cb	1	
entPolTermContext	d5c1bed48b6dde2abd78248bdb3543556ddb3a33	35f58d81fb57608d52884f560ff281fe52c7b18f	2	
enumInstOpts	3a058fe4d21e960155d4e590576678e04fdc1698	7c0191f914405b6f88eba838af101e045de2d933	6	
eoArithFixes	d0b5ad0fcd47a8364b186ba3899d1c133eb8997d	6be4e7366595f5e5d1640a86807cf6f51c1bf34b	0	
eoDistinct	783bd0d27a10dc2c1c0e03eae29523ac0cc00181	10b5de9eecb6afb6d6778ef90f4c17d7d7b6bb7d	2	src/proof/proof_node_algorithm.cpp
eoFixMinor	34695996b044d3ccd5db395fe693291a296e5b36	deb28addc7d9df9c1cc08a911b41d9534bc73ccd	1	src/proof/alf/alf_printer.cpp
eoNoCons	f0fa73c77fa562ba5e1f556886fa308c2cd16575	50b90699117b29a256ad73b6bcc08c8c6ae27d8d	0	
eoSimp3	4eaba62f4ee2b846bd053338f89b32567b2ea619	417810e66e61fe578a81381e6d0294b353993ea7	12	
eoSmtlib	dfe4ab485ad21e223e267ba953979b8c1e3f6650	336d2f3d61963862a7c821b74d01e2415dccb3ae	0	
eoTrust	8e706c24c8502911434343cd044119e07e0d2a9b	d70d3d334e45f616f579965d2245de096c2d64c0	7	src/options/proof_options.toml;src/proof/alf/alf_print_channel.cpp;src/proof/alf/alf_print_channel.h;src/proof/alf/alf_printer.cpp;src/smt/proof_final_callback.cpp;src/smt/proof_final_callback.h;src/smt/proof_manager.cpp
eoTupleTypeof	3c5d9df1999f154b5eaee2573a09807043ca990c	6126d110144c0a59e3c305791e590fa3b4c941f2	0	
eoTypeofTerminate-2	2a9bad74a7c449494d86e4c08e381d2fd0c90218	c11f68c1e429be8c5d63d404c37824bf150c2356	0	
eoUnhandledStat	8920a8e4406fdab79c80b5877908f98207f7c824	a7021cd93ae78969f3e151f982b2ae1ef1d3cce4	2	src/smt/proof_final_callback.cpp;src/smt/proof_final_callback.h
eqAssertions	11a5c6a1fbc9483bab44d2dbe79a7a62a413406d	d8dfb53d2721117b3445d0b25b1b6b33a2ac5ac1	6	
eqAssertions2	f93f611fab1901332f7d9d482d02aad8c12802dc	d8dfb53d2721117b3445d0b25b1b6b33a2ac5ac1	24	src/theory/datatypes/infer_proof_cons.cpp;src/theory/uf/eq_proof.cpp;src/theory/uf/eq_proof.h;src/theory/uf/proof_equality_engine.cpp
eqstatusLinear	7c7185d08881c05aa2d564b06410a1cf990f8611	deded6a5eb7ae198b40fb8593ad85b9cb8878465	2	
errStdOut	ae61d368b795ce7a93e4f0777680e13567013356	f0a1364a866c4de0a5130e619875a5d200695f6a	1	
esSemRare	b92b6bbff0429b5f26cad88ba5a31f35bb026519	7cf8ece378270bafc15f1e56a0c37cd4a8e59e84	27	src/proof/alf/alf_list_node_converter.cpp;src/proof/alf/alf_list_node_converter.h;src/proof/alf/alf_printer.cpp;src/proof/alf/alf_printer.h;src/proof/lfsc/lfsc_printer.cpp;src/proof/trust_id.cpp;src/proof/trust_id.h;src/rewriter/CMakeLists.txt;src/rewriter/mkrewrites.py;src/rewriter/rewrite_db_proof_cons.cpp;src/rewriter/rewrite_db_proof_cons.h;src/rewriter/rewrite_db_term_process.cpp;src/rewriter/rewrite_proof_rule.cpp;src/rewriter/rewrite_proof_rule.h;src/rewriter/singleton_elim_process.cpp;src/rewriter/singleton_elim_process.h;src/smt/proof_post_processor.cpp;src/theory/builtin/proof_checker.cpp
ethosRef	69fce35327111760e7b6b5c26310dde2b153f97b	fe5a65e26b89a14b09ed15fd5eb4c8a1e5ff6340	0	
ethosRefChecking	fc68ecadd4fa9e16a96d2694aad20bd1dea4455d	16c4001e53bd32ae7c4e05a7649cdcd0aa9f23bd	1	src/proof/eo/eo_printer.cpp
expNoMix	928b513421637218e49c32c5b8d258215dfe1a2c	d552b2fa9373e9f565ebf0f46ab1a932f5ae82c2	3	src/theory/arith/nl/transcendental/proof_checker.cpp
extConst	ea93e2b2abfba990f50cf07f404f2608179fc241	56b5ebfed26283db73c55bbcc9391d2e06897727	2	
extPredIntro	4513945f55beec5a2f6e9368b8378c1dc7b8fb55	148acf9a02df209d51aece0cf6ab9284433eca02	2	src/proof/theory_proof_step_buffer.cpp;src/proof/theory_proof_step_buffer.h
extRewBv	d85b75bdf255bbbb2fd93a3ca98849f01943ebb5	30c0e8689a1e5f1ae160cde17d8124c86ead1568	2	
extRewBvConfig	919e24d1a88ef44ae3194d8688cc487ce980fc3c	1823d6d537a59d85a17f09f53c8128d934c420a3	5	
extRewBvUtil	fbafaecbf84eb99c71cb480ce6dcf66e21867d58	c7be9ef42f06a721ba87ad2b0f0e4e3b66d45e06	2	
extRewQm	ead7b81272716afe2a9cb71786d1de3f50521590	3115a76e3675ab1da3f111f33688b2ed2c5f8b53	3	
extRewRecPush	7ce124aba34688f48862a5f5ead533a2bde48dc6	223431aaa5a95d48a6aff20134ed4e2481de3cf3	3	
extTheoryArg	18750d52f643875b1d0e4b065970f04322abcd0e	0173534e69031b56f48d75c828bdea140a3151af	1	
extTheoryBV	db4d8178abe3e7fa6b28fa6b97168cfcb8929855	36cfaab5caa86773e47a8cca8f4d8c0d5edec99f	20	
externalSygusOp	70360fb586fa674393dda4f8571acbdecb3916b2	daee9d4ec0c9e7c5054345c4156c4debe815e045	12	
extfMinExp	6e93ba7e737f63020583f499cf84f86b2bcbee10	3027ae937385e63582fc88247ea6b67976e72156	1	
extrAgg	f4dd90f03e172153a2db131dd540a2a32b112c97	5040b419d488c83ae12306f782b95e453c1897bf	3	
fatalOptException	169cb3d0daa7fa2dde6b6870f27de5d816df6ded	027209030b8e9e8815e9b03691eed6516e52e65d	5	
fix10148	e407c8d9f4faae43248888429846817df4265264	bfbf53aba81f79c506abc3b0dc6f0d5ce9e44680	3	
fix10192	4ebcefe7860d9202a8052dd103b5b4bc180565c2	944db35aa1194f032674dbdacafb71b0a5534bb7	1	
fix10286	9a63cae17597c1194a6e73007964e62df9ad1819	8bfc06a0ecfc47a3ff476bbf2dd438aecab10972	1	
fix11066	5f647879e26bf40df04c5e5cf3c596901e22187f	25e8a4917411a9a2e3fa9b071bb98cfa6f329d93	0	
fix11809	62e192d6fb165d462321d405bcc36a9e2d6270a7	c2c4dd49ccf9473ab74f5ee738a56da6b204dbe8	2	
fix12027	5222447c0b0980bc88d3b40caab13100b4c86518	c5fb98b48cd84a9211d44a6de592e270f3d8c352	1	
fix12076	4cc48dd021b630b3776c782da973185e7a1bdfc5	b1fe582eceb3c88b18fb6d70913938af032d4138	1	
fix12320	ae095f7fac6b5ffc4fe4008c2abcc52178b954d8	90f77716d04929168aea16f7e8f7b12302785f11	1	src/proof/subtype_elim_proof_converter.cpp
fix12607	c1bb4592febf98e9e84f5d38ad284146fd74090e	f172d88a2e02f979605bc4572fa710c2749deba7	4	
fix12630	f21afebd6192d89a02e28340b041a20f4fc1188d	5509c567cde03ce2369cf63ab61ef0c77f353027	3	
fix12703	46425320a399ed8da4a2f272539f9c60372cf648	a2b5a9c4397f9184a4dc619443fb6ce4deef98ef	2	
fix12709	8a1333608df1e404594beb8c85de4f00c7f6e375	8c8659731a1e1286efb5f3895aac540c1faa307c	3	src/prop/minisat/sat_proof_manager.cpp;src/prop/minisat/sat_proof_manager.h
fix12761	257f2986b3162f702d441df54fd24b6f8f6f644d	09668f2e865a2c21335a7da238406066b2b1f938	3	src/prop/minisat/sat_proof_manager.cpp;src/prop/minisat/sat_proof_manager.h
fix12775	f5cdfe4e4b3ef0f1e4d76acf1d43f9458f5dc010	890a27ee882a247a8d9b13460ffe20f50fa01426	4	
fix12779	202ed09147c1541f621f013ff9ba0dd42cdc8c93	97305152523d476f75c7a6c8cd440f76a8c798a8	1	
fix12797-candidate	230c54a37b888d9b8d9a242c894676a5ea81eea6	40a4bb7e43adf97534c29a52ed079c4efd687644	1	src/theory/uf/proof_equality_engine.cpp
fix12805-1	ea2df90ea3237c4241a5eab098b5182f8036ac59	c17a2d05ff50be03d068995bf4c4e26246ca257f	4	
fix12805-2	246fff84d03720a201862abf89bb38fbeb99befc	c17a2d05ff50be03d068995bf4c4e26246ca257f	2	
fix12805-3-rewriter	5067952c0b0ce2b54aeb3f4cadb1575e4c30bb31	c17a2d05ff50be03d068995bf4c4e26246ca257f	15	src/theory/arith/arith_proof_utilities.cpp;src/theory/arith/rewriter/rewrite_atom.cpp;src/theory/arith/rewriter/rewrite_atom.h
fix12805-5	583febc0cdfbf784f729d333c5d6eee2c35d0930	d333b5c5f316c9295bdf8378b3efc0a35612e519	14	src/theory/arith/arith_proof_rcons.cpp;src/theory/arith/arith_proof_utilities.cpp;src/theory/arith/arith_proof_utilities.h;src/theory/arith/rewriter/rewrite_atom.cpp;src/theory/arith/rewriter/rewrite_atom.h
fix12852	b63d8d8ba475850848163a48a290236264f15c34	6dd7facba478a9a64035c232d0ef813db392d2bb	2	
fix12884	4d4f82f41525f8bc753044c32b912a3e96e40e2f	95050cf8155d5bc446e89c6a114135786b8ecfd7	3	
fix2076	eabaaa15a2731e77241d99931df1c6b891bdfca9	437191609061acbc76b92bab79df31334a489e82	0	
fix2153	66ad19e3f1dfa24607685a2b4ff3eaa3913649db	821d4b1c6c3ce3c711e9a24216758febf0937cf0	2	
fix3065	ce3288080e08f0b905aea79c2297bc86834a538c	cef9d27c93c4239199a7ab124c42562ce797b1d6	0	
fix526	f845b935b91a8b64b21fdb722dd4a8b1de883639	41c805583cad59bd8143737a4f3c331a40eb3212	0	
fix5288	89f88763faaa86d3c417389cd738d70ac9146793	94e3d9a0c2a51fbfd44516113527f34ed2c13e44	1	
fix617	f7cf53e189949d0458f1bba31e893da7a1d091e6	23bbee3a95383c88b879379678b5f4d64d2552d2	0	
fix674To	a20cf444f34b40cea3093f2bb852a4725102bc0c	a456f4db8b66ca878dc3032fa0b51a4c9caa68f1	0	
fix9269	835a385a889487c53b260ef833fe716faa12308d	5f817aa92b16ddf8e2e8ccdc18a801eebc26890e	1	
fix9442	bb482bd27e7b46e96f80c6e3f83317c3ca901044	06799b074d70a72cb08fc977aabd303c7d07b5f5	1	
fix9989	b13a4fc50ab8c6a2577936dc06a28a438aae29c0	f33ebf6f3dd6ec8edb94e584d0048cf949f43a0d	3	
fix9992	c7fa75a965f8a7428d23ebf1475e3c6afd0aa46d	a1920d98eb6d8329de90a376c38e9485085ee8be	1	
fixArithPosNeg	bd514b6cebfa9e3694bb041b46168725270d022f	d70d3d334e45f616f579965d2245de096c2d64c0	1	src/proof/subtype_elim_proof_converter.cpp
fixAsanParser	447b6882be5f9cefa076240c744fb0b3492a083c	6b318349acd85c1294878040d7753343949a52c6	1	
fixBadCodePoint	8b1aac0176a5a446381a1b35fdafc5e11bdd4ff2	510315c260b690f6b51a5b4e158f087873acfa55	2	
fixBbEager	4ab186423bf5dd5196b4a63cc8113ab0d57dbef6	eb6c4c958b8c363c603510672fd8a9e2dc4d832e	1	
fixCocoaInit	531c35f858fd91fe442513a0402d3d4c25581a04	a13878bc1949c0d33ea2d486ebba08d3811856bb	2	
fixCsplitEo	1860f05ebf146bbd96ecc7ef3175c5c418304f0a	398316d6ed350f4bf86602231184dc9f12f08aaa	0	
fixCyclicPppg	88189238e244e92603f9ab9cbe5687e9d08bafc4	ef5623825a77abd4c500cd39f09c2bb246c93719	1	
fixDslFixedPoint	b3336cff9fbd2d051a47a21f8a1c281c32eb73af	517bdd10925d4bb456df27255d7b8e3b8cd83d45	2	src/rewriter/rewrite_db_proof_cons.cpp
fixDupBrc	1cfa1443bd9878399f64c5c0cb411acee0842328	a4ca2503064d2d112fd1ee3f3e73637d44848676	2	src/rewriter/basic_rewrite_rcons.cpp;src/rewriter/rewrite_db_proof_cons.cpp
fixEm	591d76e6a41614d0a48710c8551abf123a61e0cd	4213d540bf20a83244730b1ee722a3f4cb2ba35b	2	
fixEqOrder	ea000af8f7df81e5be65ce92e514e0c58cea2737	bfa34c539319746dd3c247851cbbb8db86625fd0	3	
fixExpDef	21d68330ec259b505cb9804084fffaf61e3cc1fd	de69dae26b9849fc858ca266ab7f0116f93a59ac	2	
fixExtf659	54493d01d5a1cfa5a8651704c115b8a579a95448	ea4d18ef3b3ce892488370e293955c9343eb4ba6	3	
fixFastEnum	e814867f2bc3cc74959e4703ffe421cda06f88ec	5b010143cce0cace27e2556e26221f69ae43f688	1	
fixFindSynthTestPy	978dadd5889ade7f5f501a7627900d1a9e448e47	114779700f2573d7f54ca323faf263d64ed6b98a	1	
fixFiniteCard	414f833f9c29680d46a64af78eccdf2443c39fa4	e5c444d39c034972bce2f11c8c1c73bccd32b2bf	1	
fixFreeAssump	032829c3b2d637432d40ad6f869872e10e76fe3a	7832ee7949c3d459217b374b0e818474edc61aeb	2	src/proof/proof_node_algorithm.cpp
fixGetValue	1f9491156ef40a823b9a75ddd1b20536334c5ab3	42ecde4d8288fdea9f2b3bdb17f121b6c90d9ba2	1	
fixLfsc-0124	62a635ffc1319aa7697f8fc1a368659b06b73429	debd56cfb19a776b798e54c30a748ea9c2313510	1	src/proof/lfsc/lfsc_node_converter.cpp
fixLfsc-0225	53844746f9543b36336e9e808c9c3c8d599887bc	3b7111d98eaedceb58d48a4a6f7148b51ee15450	0	
fixLfsc-0227	c516094dbb96dd41f195c6cce0c201704873d9a6	fb7e904c5f6a3e8949189e133d63163b612d8c40	1	src/proof/lfsc/lfsc_node_converter.cpp
fixLfsc-0317	793f3cbd30843aae43e01932fbfff4adcbd63a00	1077bc4cf2164df146e9777d280502fb1e4fd084	0	
fixLfsc-0603	5d44766c5ba8f5ddbac66e8784216158716d6904	7ee2beb2256aa0a145a23aaef0fd026ee8dc043f	0	
fixLfscReg	77372f23633352c70a9044c06075ca8a8061f220	82be2ff2fc20e696e32232cde7f2d58770c22d8c	1	src/proof/lfsc/lfsc_node_converter.cpp
fixLfscReg-0925	90a51d29b6603e73cd64d86fb0205adb61267e04	6261f32d9c9f85d55458d42bd79f70787eb227f0	0	
fixLfscRepeat	3bba2ef5efa437ecea0236356cc42827c3c21e6b	ec9cbcb6ce09b9165e8b9e298f9c010de1c5af49	0	
fixModelBlocker	5d858f71ad5a89647e2f5ec7e8142b054712df14	cb503fe1715a320683629b4e22d9eaab396ad286	1	
fixNl	a773b44076b262cd3970fa30c680bc0cf6a490e1	7215f224f650c10f2d6c3a942953902e0559b9d2	1	src/theory/arith/nl/ext/arith_nl_compare_proof_gen.cpp
